datetime,timestamp_text,O3 [ug/m3],NO2 [ug/m3],PM10 [ug/m3],PM2.5 [ug/m3],CPC [1/cm3],EC [ug/m3],PREC [mm],RAD [W/m2],SO2 [ug/m3],NOX [ug/m3 eq. NO2],TEMP [C]
2019-09-21T16:00:00+00:00,21.09.2019 17:00,114.1,10.1,13.8,7.1,6426.1,0.4,0.0,282.3,0.8,10.7,23.9
2019-09-21T22:00:00+00:00,21.09.2019 23:00,65.4,18.8,16.2,10.6,10378.8,0.6,0.0,0.0,2.1,19.0,16.4
2019-09-21T23:00:00+00:00,22.09.2019 00:00,53.7,20.8,15.6,11.5,10925.4,0.7,0.0,0.0,1.7,21.0,14.6
2019-09-22T00:00:00+00:00,22.09.2019 01:00,41.4,19.4,16.8,11.8,10199.3,0.7,0.0,0.0,1.2,19.8,13.7
2019-09-22T01:00:00+00:00,22.09.2019 02:00,34.5,15.5,15.2,11.6,8206.5,0.6,0.0,0.0,0.8,15.9,13.0
2019-09-22T03:00:00+00:00,22.09.2019 04:00,39.0,16.8,14.6,11.3,7592.9,0.5,0.0,0.0,2.5,17.0,14.4
2019-09-22T07:00:00+00:00,22.09.2019 08:00,33.4,18.3,22.2,11.9,8667.9,0.5,0.0,47.2,2.1,19.5,15.1
2019-09-22T08:00:00+00:00,22.09.2019 09:00,34.9,19.3,16.4,10.5,8521.6,0.5,0.0,137.8,1.6,22.7,16.0
2019-09-22T09:00:00+00:00,22.09.2019 10:00,44.5,13.6,22.0,11.5,11013.8,0.5,0.0,348.7,1.9,18.0,18.1
2019-09-22T12:00:00+00:00,22.09.2019 13:00,96.1,7.5,17.5,8.8,9614.6,0.3,0.0,561.3,0.8,8.5,24.0
2019-09-22T13:00:00+00:00,22.09.2019 14:00,108.4,6.3,12.4,7.3,8543.6,0.3,0.0,637.8,0.6,7.0,25.6
2019-09-22T14:00:00+00:00,22.09.2019 15:00,111.3,5.6,11.1,6.0,6756.6,0.2,0.0,447.2,0.4,5.6,26.0
2019-09-22T16:00:00+00:00,22.09.2019 17:00,87.3,10.6,12.9,7.4,14000.7,0.4,0.0,132.7,0.6,11.4,22.5
2019-09-22T17:00:00+00:00,22.09.2019 18:00,66.8,8.7,12.3,8.6,8779.3,0.4,0.0,23.0,0.4,9.2,21.0
2019-09-22T21:00:00+00:00,22.09.2019 22:00,55.2,5.1,9.1,6.8,3479.2,0.2,1.5,0.0,0.1,5.3,17.6
2019-09-23T00:00:00+00:00,23.09.2019 01:00,79.2,1.0,1.9,0.2,972.9,0.0,2.2,0.0,0.0,0.8,14.1
2019-09-23T05:00:00+00:00,23.09.2019 06:00,59.3,4.9,2.6,0.5,4153.5,0.0,0.0,0.0,0.1,4.6,13.4
2019-09-23T08:00:00+00:00,23.09.2019 09:00,51.6,4.0,5.2,2.3,3037.1,0.1,0.0,89.5,0.1,4.2,14.3
2019-09-23T10:00:00+00:00,23.09.2019 11:00,53.3,3.6,5.0,2.0,3393.5,0.0,0.0,285.3,0.1,4.4,15.4
2019-09-23T11:00:00+00:00,23.09.2019 12:00,58.1,2.4,5.4,2.4,2653.1,0.0,0.0,471.7,0.1,2.9,16.6
2019-09-23T19:00:00+00:00,23.09.2019 20:00,51.1,5.9,4.8,2.0,7114.9,0.2,0.0,0.0,0.1,5.8,15.4
2019-09-23T20:00:00+00:00,23.09.2019 21:00,30.3,13.0,5.5,2.8,9879.3,0.3,0.0,0.0,0.2,13.4,13.4
2019-09-24T02:00:00+00:00,24.09.2019 03:00,17.6,14.3,7.0,4.1,8415.2,0.2,0.0,0.0,1.1,14.4,10.8
2019-09-24T03:00:00+00:00,24.09.2019 04:00,14.8,14.4,6.9,3.7,7762.6,0.2,0.0,0.0,1.1,14.4,10.4
2019-09-24T06:00:00+00:00,24.09.2019 07:00,2.6,26.5,11.2,5.4,13207.1,0.3,0.0,27.0,1.3,47.5,9.8
2019-09-24T09:00:00+00:00,24.09.2019 10:00,9.2,25.3,11.3,6.7,13732.9,0.4,0.0,105.3,1.1,46.7,12.1
2019-09-24T10:00:00+00:00,24.09.2019 11:00,14.1,18.9,9.8,6.0,10239.6,0.3,0.0,139.3,0.8,30.8,12.6
2019-09-24T11:00:00+00:00,24.09.2019 12:00,19.0,14.9,7.4,4.7,7888.1,0.3,0.0,241.2,0.6,25.2,13.7
2019-09-24T17:00:00+00:00,24.09.2019 18:00,23.1,20.6,7.1,4.7,8083.3,0.4,0.8,30.2,0.5,22.3,15.6
2019-09-24T19:00:00+00:00,24.09.2019 20:00,5.2,32.8,10.0,7.4,10943.5,0.5,0.0,0.0,1.1,34.6,14.7
2019-09-24T23:00:00+00:00,25.09.2019 00:00,46.9,4.2,4.5,2.1,2898.4,0.1,0.0,0.0,0.3,4.1,15.2
2019-09-25T02:00:00+00:00,25.09.2019 03:00,55.5,1.8,6.9,2.9,2493.1,0.1,0.0,0.0,0.2,1.8,14.9
2019-09-25T07:00:00+00:00,25.09.2019 08:00,54.7,5.6,5.5,2.8,3452.5,0.1,0.0,118.2,0.2,6.2,14.6
2019-09-25T12:00:00+00:00,25.09.2019 13:00,62.3,1.8,5.0,2.3,2944.1,0.0,0.0,355.5,0.1,2.0,17.6
2019-09-25T14:00:00+00:00,25.09.2019 15:00,63.8,1.4,4.4,1.9,3694.0,0.0,0.0,256.0,0.1,1.5,18.8
2019-09-25T17:00:00+00:00,25.09.2019 18:00,64.6,2.9,3.6,1.2,3223.7,0.1,0.0,67.7,0.0,2.7,17.6
2019-09-25T20:00:00+00:00,25.09.2019 21:00,58.4,3.3,2.9,0.8,3903.7,0.1,0.0,0.0,0.1,3.0,16.1
2019-09-26T03:00:00+00:00,26.09.2019 04:00,30.8,10.1,3.8,1.8,6240.0,0.1,0.0,0.0,0.3,10.0,13.6
2019-09-26T05:00:00+00:00,26.09.2019 06:00,19.8,19.5,4.0,2.0,9647.7,0.2,0.2,0.0,0.5,19.8,13.8
2019-09-26T11:00:00+00:00,26.09.2019 12:00,47.7,2.4,1.8,0.0,3236.8,0.0,0.0,197.8,0.3,2.9,18.4
2019-09-26T13:00:00+00:00,26.09.2019 14:00,25.1,24.0,5.6,1.3,30740.9,0.3,0.0,100.7,40.9,33.3,18.4
2019-09-26T18:00:00+00:00,26.09.2019 19:00,28.8,23.6,5.9,2.7,7258.5,0.3,0.0,2.2,0.8,27.8,17.6
2019-09-26T19:00:00+00:00,26.09.2019 20:00,49.6,4.8,5.1,2.4,3123.1,0.1,0.0,0.0,0.4,4.8,17.6
2019-09-26T23:00:00+00:00,27.09.2019 00:00,24.2,17.4,6.4,2.8,7499.1,0.3,0.0,0.0,0.7,18.1,16.7
2019-09-27T02:00:00+00:00,27.09.2019 03:00,30.4,9.5,6.7,3.2,4773.9,0.2,0.0,0.0,0.5,9.7,14.7
2019-09-27T04:00:00+00:00,27.09.2019 05:00,40.9,5.7,7.4,3.4,3399.1,0.1,0.0,0.0,0.2,5.7,14.7
2019-09-27T07:00:00+00:00,27.09.2019 08:00,33.6,16.9,9.8,4.9,7915.8,0.4,0.0,67.2,0.3,22.9,15.4
2019-09-27T08:00:00+00:00,27.09.2019 09:00,19.6,35.5,16.8,6.9,18271.1,0.8,0.0,233.0,1.2,93.1,16.3
2019-09-27T10:00:00+00:00,27.09.2019 11:00,55.6,11.7,11.0,6.0,7667.2,0.2,0.0,390.3,0.3,16.4,19.4
2019-09-27T12:00:00+00:00,27.09.2019 13:00,63.0,7.8,8.9,5.0,5464.8,0.1,0.0,183.3,0.2,9.2,20.2
2019-09-27T16:00:00+00:00,27.09.2019 17:00,67.2,3.0,4.3,1.8,2508.0,0.1,0.0,136.8,0.1,3.0,18.9
2019-09-27T17:00:00+00:00,27.09.2019 18:00,61.8,5.6,5.0,2.0,4078.8,0.1,0.0,25.2,0.1,5.6,18.1
2019-09-27T21:00:00+00:00,27.09.2019 22:00,58.4,4.6,3.5,1.5,5801.9,0.1,0.9,0.0,0.0,4.4,15.3
2019-09-28T02:00:00+00:00,28.09.2019 03:00,61.9,0.9,4.0,1.4,1072.5,0.0,0.1,0.0,0.1,0.8,14.7
2019-09-28T05:00:00+00:00,28.09.2019 06:00,53.4,2.3,5.4,1.8,2111.2,0.0,0.0,0.0,0.0,2.2,12.9
2019-09-28T07:00:00+00:00,28.09.2019 08:00,50.9,6.2,4.8,1.9,4117.5,0.1,0.0,72.7,0.2,6.4,14.1
2019-09-28T10:00:00+00:00,28.09.2019 11:00,69.6,0.9,3.6,1.1,1612.7,0.0,0.0,324.8,0.1,0.9,17.4
2019-09-28T14:00:00+00:00,28.09.2019 15:00,75.4,1.1,3.6,1.1,2804.3,0.0,0.0,475.8,0.1,1.1,19.7
2019-09-29T03:00:00+00:00,29.09.2019 04:00,28.6,14.0,6.0,2.8,9298.0,0.2,0.0,0.0,1.7,14.1,10.7
2019-09-29T06:00:00+00:00,29.09.2019 07:00,19.8,14.4,6.5,3.2,9206.9,0.2,0.0,8.2,1.8,15.2,9.6
2019-09-29T11:00:00+00:00,29.09.2019 12:00,62.2,7.0,5.0,2.3,31123.9,0.1,0.0,644.3,1.3,9.7,19.8
2019-09-29T13:00:00+00:00,29.09.2019 14:00,78.9,4.3,4.9,2.0,23896.4,0.1,0.0,618.0,0.5,4.8,22.6
2019-09-29T15:00:00+00:00,29.09.2019 16:00,81.7,3.4,4.7,1.9,10685.0,0.1,0.0,289.8,0.3,3.4,23.6
2019-09-29T16:00:00+00:00,29.09.2019 17:00,86.3,2.7,3.7,0.7,2929.6,0.1,0.0,98.5,0.1,2.6,24.4
2019-09-29T18:00:00+00:00,29.09.2019 19:00,80.9,5.4,5.7,2.1,6661.7,0.2,0.1,0.7,0.3,5.1,21.8
2019-09-29T22:00:00+00:00,29.09.2019 23:00,55.9,1.4,14.9,5.1,1967.5,0.1,0.0,0.0,0.2,1.2,20.1
2019-09-30T01:00:00+00:00,30.09.2019 02:00,65.1,0.5,5.1,1.1,811.2,0.0,0.0,0.0,0.1,0.3,19.7
2019-09-30T04:00:00+00:00,30.09.2019 05:00,62.3,0.7,2.0,0.1,624.8,0.0,0.0,0.0,0.1,0.4,14.9
2019-09-30T05:00:00+00:00,30.09.2019 06:00,60.2,1.8,2.4,0.3,1898.8,0.0,0.0,0.0,0.1,1.6,14.1
2019-09-30T10:00:00+00:00,30.09.2019 11:00,60.8,2.2,5.0,1.7,3481.5,0.0,0.0,202.3,0.1,2.4,15.2
2019-09-30T11:00:00+00:00,30.09.2019 12:00,64.8,1.5,4.5,1.5,3131.8,0.0,0.0,477.5,0.1,1.7,16.6
2019-09-30T12:00:00+00:00,30.09.2019 13:00,65.4,2.0,4.6,1.4,3534.3,0.0,0.0,470.5,0.1,2.5,17.1
2019-09-30T14:00:00+00:00,30.09.2019 15:00,67.4,4.2,4.1,1.1,4950.4,0.1,0.0,476.5,0.2,5.5,18.6
2019-09-30T16:00:00+00:00,30.09.2019 17:00,72.4,3.4,4.4,1.4,5859.0,0.1,0.0,226.3,0.1,3.6,18.3
2019-09-30T19:00:00+00:00,30.09.2019 20:00,36.0,15.9,5.5,2.5,13458.9,0.3,0.0,0.0,0.3,15.8,13.3
2019-09-30T20:00:00+00:00,30.09.2019 21:00,36.5,11.2,6.1,2.9,9654.3,0.3,0.0,0.0,0.2,11.3,12.8
2019-09-30T22:00:00+00:00,30.09.2019 23:00,22.8,20.4,6.1,2.8,11284.2,0.3,0.0,0.0,0.3,20.6,11.7
2019-09-30T23:00:00+00:00,01.10.2019 00:00,23.4,21.2,6.1,2.9,10668.6,0.3,0.0,0.0,1.2,21.2,11.3
2019-10-01T00:00:00+00:00,01.10.2019 01:00,25.5,17.0,6.1,3.0,10291.4,0.3,0.0,0.0,1.5,16.9,11.1
2019-10-01T01:00:00+00:00,01.10.2019 02:00,23.0,16.4,5.8,3.0,10500.8,0.2,0.0,0.0,2.4,16.2,10.7
2019-10-01T05:00:00+00:00,01.10.2019 06:00,11.1,24.4,6.1,3.2,10625.2,0.3,0.0,0.0,2.8,26.7,9.8
2019-10-01T07:00:00+00:00,01.10.2019 08:00,4.7,30.3,13.1,5.2,19971.5,0.5,0.0,72.7,4.5,73.9,10.0
2019-10-01T09:00:00+00:00,01.10.2019 10:00,21.5,24.8,12.5,5.6,17206.8,0.4,0.0,399.3,3.2,52.8,14.8
2019-10-01T11:00:00+00:00,01.10.2019 12:00,48.5,19.3,9.9,3.4,32552.2,0.3,0.0,504.0,3.4,29.8,19.2
2019-10-01T12:00:00+00:00,01.10.2019 13:00,71.7,8.3,6.8,2.4,15276.5,0.2,0.0,561.5,0.9,10.4,21.1
2019-10-01T17:00:00+00:00,01.10.2019 18:00,54.0,6.2,9.4,4.1,7801.1,0.2,0.0,19.2,0.4,6.3,18.5
2019-10-01T18:00:00+00:00,01.10.2019 19:00,46.9,6.7,10.7,5.0,6841.5,0.3,1.1,0.0,0.3,6.6,17.2
2019-10-01T19:00:00+00:00,01.10.2019 20:00,65.1,2.7,4.2,1.7,3019.4,0.1,1.1,0.0,0.2,2.4,16.2
2019-10-02T02:00:00+00:00,02.10.2019 03:00,61.6,0.8,4.0,1.5,1012.8,0.0,0.3,0.0,0.1,0.7,14.5
2019-10-02T05:00:00+00:00,02.10.2019 06:00,57.0,2.4,3.3,1.3,1754.4,0.0,0.4,0.0,0.1,2.1,13.6
2019-10-02T06:00:00+00:00,02.10.2019 07:00,61.8,2.9,2.8,0.9,1762.5,0.0,1.2,1.7,0.0,2.8,12.6
2019-10-02T10:00:00+00:00,02.10.2019 11:00,61.9,1.6,3.1,1.0,1981.6,0.0,0.0,474.0,0.1,2.0,16.2
2019-10-02T11:00:00+00:00,02.10.2019 12:00,63.2,1.4,2.8,0.9,1780.0,0.0,0.1,281.2,0.1,1.5,16.1
2019-10-02T14:00:00+00:00,02.10.2019 15:00,62.5,1.4,2.5,0.7,3151.0,0.0,0.0,440.0,0.1,1.7,17.4
2019-10-02T16:00:00+00:00,02.10.2019 17:00,51.5,11.5,4.1,1.7,5537.7,0.1,0.1,25.7,0.1,11.6,11.0
2019-10-02T17:00:00+00:00,02.10.2019 18:00,47.9,12.8,5.0,2.3,12861.2,0.2,0.0,5.2,0.2,12.9,10.9
2019-10-02T18:00:00+00:00,02.10.2019 19:00,43.2,11.1,5.1,2.5,8309.5,0.2,0.0,0.0,0.2,11.2,10.6
2019-10-03T02:00:00+00:00,03.10.2019 03:00,35.4,2.6,5.6,2.4,2808.5,0.1,0.0,0.0,0.1,2.5,8.1
2019-10-03T03:00:00+00:00,03.10.2019 04:00,31.7,4.0,6.4,2.8,3460.1,0.1,0.0,0.0,0.2,3.7,7.7
2019-10-03T08:00:00+00:00,03.10.2019 09:00,26.8,20.6,11.6,8.2,6079.9,0.3,0.0,149.7,0.5,27.7,8.7
2019-10-03T11:00:00+00:00,03.10.2019 12:00,53.0,11.6,10.0,6.7,6865.7,0.2,0.0,443.5,0.7,16.9,11.3
2019-10-03T12:00:00+00:00,03.10.2019 13:00,63.6,9.5,7.9,5.0,9430.8,0.1,0.0,672.0,0.7,13.0,13.0
2019-10-03T15:00:00+00:00,03.10.2019 16:00,73.7,10.2,6.0,2.9,9986.6,0.1,0.0,316.7,0.4,12.0,14.4
2019-10-03T16:00:00+00:00,03.10.2019 17:00,64.3,16.6,7.0,2.6,14065.4,0.2,0.0,192.7,0.4,19.4,13.8
2019-10-03T17:00:00+00:00,03.10.2019 18:00,35.3,50.0,5.9,2.6,27797.0,0.3,0.0,32.3,0.7,60.4,12.8
2019-10-03T22:00:00+00:00,03.10.2019 23:00,17.5,27.9,7.9,5.3,10903.2,0.5,0.0,0.0,0.7,27.9,9.8
2019-10-04T00:00:00+00:00,04.10.2019 01:00,25.7,17.9,7.0,4.3,9920.6,0.3,0.0,0.0,1.9,17.7,8.8
2019-10-04T03:00:00+00:00,04.10.2019 04:00,23.8,10.9,6.4,3.6,7635.1,0.2,0.0,0.0,1.0,11.0,7.9
2019-10-04T06:00:00+00:00,04.10.2019 07:00,3.5,35.4,14.3,6.3,15139.4,0.5,0.0,3.8,2.9,48.5,7.9
2019-10-04T07:00:00+00:00,04.10.2019 08:00,17.7,26.3,9.4,4.5,13635.2,0.4,0.0,56.7,1.4,34.1,9.3
2019-10-04T08:00:00+00:00,04.10.2019 09:00,15.1,31.3,10.2,4.8,17729.7,0.5,0.1,34.2,1.5,52.9,9.6
2019-10-04T10:00:00+00:00,04.10.2019 11:00,16.0,32.1,10.0,6.3,15734.0,0.5,0.1,118.7,1.2,49.5,9.9
2019-10-04T19:00:00+00:00,04.10.2019 20:00,57.0,3.0,4.7,2.5,2599.4,0.1,0.0,0.0,0.3,2.9,13.1
2019-10-04T21:00:00+00:00,04.10.2019 22:00,63.8,1.8,5.3,3.1,1688.2,0.1,0.0,0.0,0.2,1.6,13.0
2019-10-05T03:00:00+00:00,05.10.2019 04:00,59.8,1.3,5.5,3.2,1548.1,0.1,0.0,0.0,0.2,0.9,12.6
2019-10-05T04:00:00+00:00,05.10.2019 05:00,58.3,1.4,4.1,2.4,1363.3,0.1,0.1,0.0,0.2,1.0,12.4
2019-10-05T05:00:00+00:00,05.10.2019 06:00,55.6,1.7,3.6,2.1,1524.6,0.1,0.0,0.0,0.3,1.5,12.4
2019-10-05T16:00:00+00:00,05.10.2019 17:00,45.7,11.2,2.6,1.3,6193.8,0.2,0.7,36.0,0.4,11.7,12.9
2019-10-05T20:00:00+00:00,05.10.2019 21:00,26.1,19.5,5.2,3.7,13850.7,0.3,0.1,0.0,0.4,21.5,11.7
2019-10-06T00:00:00+00:00,06.10.2019 01:00,17.7,13.7,14.2,11.3,3736.5,0.4,0.0,0.0,0.3,13.8,10.5
2019-10-06T01:00:00+00:00,06.10.2019 02:00,14.5,14.5,13.7,11.3,3600.2,0.4,0.0,0.0,0.3,14.6,10.6
2019-10-06T02:00:00+00:00,06.10.2019 03:00,13.7,16.4,17.0,12.7,4659.9,0.4,0.0,0.0,0.4,17.0,10.3
2019-10-06T04:00:00+00:00,06.10.2019 05:00,31.8,8.1,7.8,5.9,4819.2,0.2,0.0,0.0,1.1,8.2,10.4
2019-10-06T08:00:00+00:00,06.10.2019 09:00,24.7,11.1,13.3,8.3,5572.8,0.2,0.3,118.8,1.1,13.8,11.0
2019-10-06T10:00:00+00:00,06.10.2019 11:00,22.7,13.7,9.1,7.4,5678.6,0.2,0.4,84.2,0.7,17.3,11.7
2019-10-06T12:00:00+00:00,06.10.2019 13:00,19.2,13.4,11.0,8.9,7151.1,0.3,0.2,152.3,1.1,19.7,12.7
2019-10-06T13:00:00+00:00,06.10.2019 14:00,20.0,13.1,9.7,8.2,6635.6,0.3,0.0,157.0,1.0,19.7,13.2
2019-10-06T14:00:00+00:00,06.10.2019 15:00,17.2,17.0,9.5,8.0,7708.3,0.3,0.0,84.7,1.2,23.0,13.3
2019-10-06T16:00:00+00:00,06.10.2019 17:00,45.7,5.9,3.4,1.5,3552.3,0.1,0.0,32.3,0.5,6.3,13.3
2019-10-06T17:00:00+00:00,06.10.2019 18:00,51.5,3.5,3.5,1.8,2255.3,0.1,1.1,6.2,0.4,3.6,13.1
2019-10-06T19:00:00+00:00,06.10.2019 20:00,10.5,29.6,9.2,7.2,8778.5,0.6,0.3,0.0,0.7,30.7,12.8
2019-10-07T01:00:00+00:00,07.10.2019 02:00,55.5,1.5,5.9,2.9,3029.3,0.1,0.0,0.0,0.3,1.6,9.7
2019-10-07T02:00:00+00:00,07.10.2019 03:00,53.6,1.8,6.2,3.0,3313.0,0.1,0.0,0.0,0.3,1.8,9.3
2019-10-07T03:00:00+00:00,07.10.2019 04:00,47.7,2.6,6.0,3.0,3428.2,0.1,0.0,0.0,0.3,2.6,8.3
2019-10-07T04:00:00+00:00,07.10.2019 05:00,40.6,4.7,6.2,2.9,4142.4,0.1,0.0,0.0,0.3,4.7,8.0
2019-10-07T06:00:00+00:00,07.10.2019 07:00,21.6,28.2,6.7,3.1,12465.3,0.3,0.0,2.0,0.7,39.1,9.3
2019-10-07T07:00:00+00:00,07.10.2019 08:00,3.5,50.8,12.9,5.6,21221.8,0.6,0.0,35.2,2.3,100.3,9.3
2019-10-07T08:00:00+00:00,07.10.2019 09:00,6.3,46.4,12.8,5.7,19579.2,0.6,0.4,54.5,1.5,82.3,9.8
2019-10-07T14:00:00+00:00,07.10.2019 15:00,55.6,4.9,3.8,1.4,4924.0,0.1,0.0,137.7,0.4,5.7,14.2
2019-10-07T18:00:00+00:00,07.10.2019 19:00,48.2,6.4,5.7,3.3,5004.2,0.3,0.0,0.3,0.3,6.3,12.3
2019-10-07T19:00:00+00:00,07.10.2019 20:00,47.1,5.7,5.1,3.0,4282.2,0.2,0.0,0.0,0.3,5.7,11.0
2019-10-07T23:00:00+00:00,08.10.2019 00:00,18.2,11.6,6.9,4.4,6321.8,0.3,0.0,0.0,0.3,11.8,8.2
2019-10-08T05:00:00+00:00,08.10.2019 06:00,3.6,25.7,7.8,4.3,10799.0,0.3,0.0,0.0,1.9,31.6,8.9
2019-10-08T14:00:00+00:00,08.10.2019 15:00,41.9,18.1,9.7,3.3,22767.1,0.3,0.0,367.8,1.3,25.5,16.9
2019-10-08T17:00:00+00:00,08.10.2019 18:00,27.0,30.1,6.3,2.8,14659.9,0.4,0.0,18.0,1.0,31.6,16.7
2019-10-08T18:00:00+00:00,08.10.2019 19:00,25.2,29.6,7.3,3.3,14661.6,0.5,0.0,0.0,2.2,29.6,16.2
2019-10-08T21:00:00+00:00,08.10.2019 22:00,2.2,33.5,9.0,4.8,14593.9,0.7,0.0,0.0,3.4,41.5,15.8
2019-10-09T03:00:00+00:00,09.10.2019 04:00,66.5,1.0,2.5,0.9,917.9,0.0,0.0,0.0,0.2,0.7,13.0
2019-10-09T09:00:00+00:00,09.10.2019 10:00,44.8,6.1,5.3,1.9,4309.3,0.1,0.2,30.5,0.3,6.4,12.2
2019-10-09T11:00:00+00:00,09.10.2019 12:00,45.1,8.1,3.2,1.4,4705.7,0.1,0.1,58.8,0.3,9.0,12.3
2019-10-09T14:00:00+00:00,09.10.2019 15:00,65.5,3.5,3.7,1.6,2944.2,0.1,0.4,115.0,0.2,3.6,12.3
2019-10-09T19:00:00+00:00,09.10.2019 20:00,62.1,4.1,3.1,1.6,4680.8,0.1,0.0,0.0,0.3,4.0,12.3
2019-10-09T20:00:00+00:00,09.10.2019 21:00,61.3,4.7,3.7,1.8,4870.8,0.1,0.9,0.0,0.3,4.5,11.4
2019-10-09T23:00:00+00:00,10.10.2019 00:00,63.6,2.2,3.1,1.2,2813.6,0.0,0.0,0.0,0.2,2.0,11.2
2019-10-10T06:00:00+00:00,10.10.2019 07:00,62.1,4.3,5.2,2.3,2594.3,0.1,0.0,1.0,0.2,4.1,11.7
2019-10-10T07:00:00+00:00,10.10.2019 08:00,63.3,4.6,4.6,2.0,2634.8,0.1,0.0,25.2,0.2,4.7,12.4
2019-10-10T16:00:00+00:00,10.10.2019 17:00,63.4,2.6,4.6,2.1,2386.2,0.1,0.0,172.0,0.2,2.6,15.4
2019-10-10T23:00:00+00:00,11.10.2019 00:00,13.0,29.0,8.9,5.3,13223.4,0.4,0.0,0.0,1.2,29.5,8.5
2019-10-11T00:00:00+00:00,11.10.2019 01:00,17.9,19.3,8.4,4.9,9257.8,0.4,0.0,0.0,1.3,19.3,8.3
2019-10-11T02:00:00+00:00,11.10.2019 03:00,16.5,17.9,7.5,4.3,8668.6,0.3,0.0,0.0,1.4,17.9,7.3
2019-10-11T07:00:00+00:00,11.10.2019 08:00,4.2,27.7,14.2,7.5,17387.1,0.6,0.0,37.0,2.0,71.3,6.5
2019-10-11T12:00:00+00:00,11.10.2019 13:00,45.0,15.6,8.4,3.8,36697.3,0.2,0.0,597.2,2.2,24.4,17.1
2019-10-11T21:00:00+00:00,11.10.2019 22:00,20.8,30.2,9.2,5.5,13721.1,0.6,0.0,0.0,2.5,30.4,11.9
2019-10-11T22:00:00+00:00,11.10.2019 23:00,20.8,25.8,9.1,5.7,12872.5,0.5,0.0,0.0,2.1,26.0,11.4
2019-10-12T00:00:00+00:00,12.10.2019 01:00,17.7,21.1,9.3,5.6,9888.3,0.5,0.0,0.0,1.6,21.2,9.9
2019-10-12T02:00:00+00:00,12.10.2019 03:00,20.6,17.4,8.8,5.4,8101.8,0.4,0.0,0.0,1.1,17.4,9.5
2019-10-12T07:00:00+00:00,12.10.2019 08:00,12.5,20.2,9.5,6.3,11155.6,0.4,0.0,35.0,1.8,27.7,9.2
2019-10-12T08:00:00+00:00,12.10.2019 09:00,18.8,16.6,10.7,6.7,13671.0,0.4,0.0,198.3,1.9,28.7,10.8
2019-10-12T10:00:00+00:00,12.10.2019 11:00,34.0,15.8,11.4,6.8,27572.7,0.5,0.0,493.5,2.8,26.4,16.2
2019-10-12T11:00:00+00:00,12.10.2019 12:00,45.4,13.2,10.2,6.2,23323.1,0.4,0.0,546.0,2.1,19.7,18.4
2019-10-12T18:00:00+00:00,12.10.2019 19:00,50.6,19.1,11.5,6.5,11971.5,0.5,0.0,0.0,1.4,19.0,19.1
2019-10-13T02:00:00+00:00,13.10.2019 03:00,34.9,13.1,10.5,6.7,7670.3,0.4,0.0,0.0,2.0,13.1,15.3
2019-10-13T04:00:00+00:00,13.10.2019 05:00,28.6,13.7,11.0,6.7,8947.8,0.4,0.0,0.0,2.7,13.8,14.2
2019-10-13T06:00:00+00:00,13.10.2019 07:00,24.8,13.9,10.9,6.6,7216.9,0.4,0.0,3.0,1.3,14.1,13.4
2019-10-13T09:00:00+00:00,13.10.2019 10:00,39.6,9.4,9.8,5.6,14933.7,0.3,0.0,382.8,1.4,13.2,17.6
2019-10-13T12:00:00+00:00,13.10.2019 13:00,53.0,9.0,10.9,5.5,12977.3,0.3,0.0,594.8,0.9,12.1,22.6
2019-10-13T15:00:00+00:00,13.10.2019 16:00,74.7,10.3,14.3,6.3,23146.1,0.3,0.0,297.3,1.2,11.9,25.3
2019-10-13T19:00:00+00:00,13.10.2019 20:00,51.0,18.2,14.6,7.4,11343.8,0.4,0.0,0.0,1.8,18.3,18.5
2019-10-13T23:00:00+00:00,14.10.2019 00:00,20.7,11.9,15.7,8.8,7700.5,0.5,0.0,0.0,0.3,12.2,13.1
2019-12-15T16:00:00+00:00,15.12.2019 17:00,60.2,9.5,1.9,0.7,11359.0,0.2,0.0,4.3,0.3,10.8,12.1
2019-12-15T19:00:00+00:00,15.12.2019 20:00,68.6,6.3,2.0,1.1,5412.3,0.1,0.0,0.0,0.2,6.4,9.2
2019-12-15T21:00:00+00:00,15.12.2019 22:00,46.5,22.8,4.7,3.6,13533.7,0.4,0.0,0.0,0.4,22.9,9.0
2019-12-15T22:00:00+00:00,15.12.2019 23:00,37.4,25.8,5.6,4.4,12993.2,0.4,0.0,0.0,1.2,26.3,8.9
2019-12-15T23:00:00+00:00,16.12.2019 00:00,40.1,19.2,5.7,4.3,10249.6,0.3,0.0,0.0,0.9,19.6,8.7
2019-12-16T02:00:00+00:00,16.12.2019 03:00,36.9,14.1,4.3,2.9,7061.3,0.2,0.0,0.0,1.1,14.2,8.2
2019-12-16T06:00:00+00:00,16.12.2019 07:00,11.5,27.4,6.5,4.8,11447.4,0.3,0.0,0.0,1.2,33.1,6.5
2019-12-16T07:00:00+00:00,16.12.2019 08:00,2.6,35.8,22.8,8.8,13835.7,0.4,0.0,0.0,1.5,55.5,5.8
2019-12-16T09:00:00+00:00,16.12.2019 10:00,6.7,32.6,11.9,8.5,14893.2,0.6,0.0,70.3,1.5,60.0,5.8
2019-12-16T19:00:00+00:00,16.12.2019 20:00,15.2,38.2,10.3,7.8,10749.8,0.5,0.0,0.0,1.0,40.2,8.4
2019-12-17T00:00:00+00:00,17.12.2019 01:00,20.4,26.0,9.7,7.8,7727.1,0.5,0.0,0.0,0.9,26.6,7.6
